player,team,pos,90s,shots,tackles_won,interceptions,league,season,shots_p90,tackles_won_p90,interceptions_p90
Cristhian Mosquera,Arsenal,DF,11.0,1,21,8,ENG-Premier League,2526,0.09090909090909091,1.9090909090909092,0.7272727272727273
David Raya,Arsenal,GK,37.0,0,1,1,ENG-Premier League,2526,0.0,0.02702702702702703,0.02702702702702703
Declan Rice,Arsenal,MF,34.4,40,33,33,ENG-Premier League,2526,1.1627906976744187,0.9593023255813954,0.9593023255813954
Eberechi Eze,Arsenal,"MF,FW",20.1,57,13,11,ENG-Premier League,2526,2.835820895522388,0.6467661691542288,0.5472636815920398
Ethan Nwaneri,Arsenal,MF,1.9,6,0,0,ENG-Premier League,2526,3.1578947368421053,0.0,0.0
Gabriel Jesus,Arsenal,FW,4.8,19,0,2,ENG-Premier League,2526,3.9583333333333335,0.0,0.4166666666666667
Gabriel Magalhães,Arsenal,DF,30.6,27,20,22,ENG-Premier League,2526,0.8823529411764706,0.6535947712418301,0.7189542483660131
Gabriel Martinelli,Arsenal,"FW,MF",12.0,29,8,1,ENG-Premier League,2526,2.4166666666666665,0.6666666666666666,0.08333333333333333
Jurriën Timber,Arsenal,DF,27.3,25,35,24,ENG-Premier League,2526,0.9157509157509157,1.282051282051282,0.8791208791208791
Kai Havertz,Arsenal,"FW,MF",6.5,18,5,1,ENG-Premier League,2526,2.769230769230769,0.7692307692307693,0.15384615384615385
Kepa Arrizabalaga,Arsenal,GK,1.0,0,0,0,ENG-Premier League,2526,0.0,0.0,0.0
Leandro Trossard,Arsenal,"FW,MF",22.2,53,15,9,ENG-Premier League,2526,2.3873873873873874,0.6756756756756757,0.40540540540540543
Martin Ødegaard,Arsenal,MF,15.2,22,9,7,ENG-Premier League,2526,1.4473684210526316,0.5921052631578948,0.46052631578947373
Martín Zubimendi,Arsenal,MF,33.2,27,39,39,ENG-Premier League,2526,0.8132530120481927,1.1746987951807228,1.1746987951807228
Max Dowman,Arsenal,MF,1.7,6,2,1,ENG-Premier League,2526,3.5294117647058822,1.1764705882352942,0.5882352941176471
Mikel Merino,Arsenal,"MF,FW",11.5,22,13,9,ENG-Premier League,2526,1.9130434782608696,1.1304347826086956,0.782608695652174
Myles Lewis-Skelly,Arsenal,"MF,DF",7.9,2,5,5,ENG-Premier League,2526,0.2531645569620253,0.6329113924050632,0.6329113924050632
Noni Madueke,Arsenal,"FW,MF",13.5,25,10,5,ENG-Premier League,2526,1.8518518518518519,0.7407407407407407,0.37037037037037035
Piero Hincapié,Arsenal,DF,19.9,3,26,26,ENG-Premier League,2526,0.15075376884422112,1.306532663316583,1.306532663316583
Riccardo Calafiori,Arsenal,DF,18.9,32,19,13,ENG-Premier League,2526,1.6931216931216932,1.0052910052910053,0.6878306878306879
Viktor Gyökeres,Arsenal,FW,24.7,55,5,1,ENG-Premier League,2526,2.2267206477732793,0.20242914979757085,0.04048582995951417
William Saliba,Arsenal,DF,29.0,5,23,15,ENG-Premier League,2526,0.1724137931034483,0.7931034482758621,0.5172413793103449
Alysson,Aston Villa,MF,0.5,1,0,1,ENG-Premier League,2526,2.0,0.0,2.0
Amadou Onana,Aston Villa,MF,19.5,19,30,19,ENG-Premier League,2526,0.9743589743589743,1.5384615384615385,0.9743589743589743
Andrés García,Aston Villa,DF,1.0,0,4,0,ENG-Premier League,2526,0.0,4.0,0.0
Boubacar Kamara,Aston Villa,MF,15.7,7,16,15,ENG-Premier League,2526,0.445859872611465,1.019108280254777,0.9554140127388535
Bradley Burrowes,Aston Villa,MF,0.2,0,0,0,ENG-Premier League,2526,0.0,0.0,0.0
Donyell Malen,Aston Villa,"FW,MF",7.3,27,2,0,ENG-Premier League,2526,3.6986301369863015,0.273972602739726,0.0
Douglas Luiz,Aston Villa,MF,6.7,6,11,7,ENG-Premier League,2526,0.8955223880597015,1.6417910447761193,1.044776119402985
Emi Buendía,Aston Villa,MF,19.5,49,27,13,ENG-Premier League,2526,2.5128205128205128,1.3846153846153846,0.6666666666666666
Emiliano Martínez,Aston Villa,GK,31.5,0,0,0,ENG-Premier League,2526,0.0,0.0,0.0
Evann Guessand,Aston Villa,MF,6.5,8,9,3,ENG-Premier League,2526,1.2307692307692308,1.3846153846153846,0.46153846153846156
Ezri Konsa,Aston Villa,DF,33.7,11,8,22,ENG-Premier League,2526,0.32640949554896137,0.2373887240356083,0.6528189910979227
George Hemmings,Aston Villa,MF,0.3,1,0,0,ENG-Premier League,2526,3.3333333333333335,0.0,0.0
Harvey Elliott,Aston Villa,MF,1.2,5,0,0,ENG-Premier League,2526,4.166666666666667,0.0,0.0
Ian Maatsen,Aston Villa,DF,17.8,20,31,18,ENG-Premier League,2526,1.1235955056179774,1.7415730337078652,1.0112359550561798
Jadon Sancho,Aston Villa,MF,9.7,10,2,2,ENG-Premier League,2526,1.0309278350515465,0.2061855670103093,0.2061855670103093
Jamaldeen Jimoh,Aston Villa,MF,0.1,0,0,0,ENG-Premier League,2526,0.0,0.0,0.0
John McGinn,Aston Villa,MF,23.7,28,17,12,ENG-Premier League,2526,1.1814345991561181,0.7172995780590717,0.5063291139240507
Lamare Bogarde,Aston Villa,"MF,DF",11.7,0,19,4,ENG-Premier League,2526,0.0,1.623931623931624,0.3418803418803419
Leon Bailey,Aston Villa,MF,5.1,8,6,4,ENG-Premier League,2526,1.5686274509803924,1.1764705882352942,0.7843137254901962
Lucas Digne,Aston Villa,DF,20.6,14,26,13,ENG-Premier League,2526,0.6796116504854368,1.262135922330097,0.6310679611650485
Marco Bizot,Aston Villa,GK,6.5,0,0,0,ENG-Premier League,2526,0.0,0.0,0.0
Matty Cash,Aston Villa,DF,33.5,30,32,24,ENG-Premier League,2526,0.8955223880597015,0.9552238805970149,0.7164179104477612
Morgan Rogers,Aston Villa,MF,36.4,84,23,13,ENG-Premier League,2526,2.307692307692308,0.6318681318681318,0.35714285714285715
Ollie Watkins,Aston Villa,FW,31.5,83,14,5,ENG-Premier League,2526,2.634920634920635,0.4444444444444444,0.15873015873015872
Pau Torres,Aston Villa,DF,18.6,9,14,11,ENG-Premier League,2526,0.48387096774193544,0.7526881720430108,0.5913978494623655
Ross Barkley,Aston Villa,MF,9.5,18,11,2,ENG-Premier League,2526,1.894736842105263,1.1578947368421053,0.21052631578947367
Tammy Abraham,Aston Villa,FW,3.2,9,1,0,ENG-Premier League,2526,2.8125,0.3125,0.0
Tyrone Mings,Aston Villa,DF,14.7,9,2,11,ENG-Premier League,2526,0.6122448979591837,0.1360544217687075,0.7482993197278912
Victor Lindelöf,Aston Villa,"DF,MF",10.5,3,3,8,ENG-Premier League,2526,0.2857142857142857,0.2857142857142857,0.7619047619047619
Youri Tielemans,Aston Villa,MF,20.7,24,39,16,ENG-Premier League,2526,1.1594202898550725,1.884057971014493,0.7729468599033816
Adam Smith,Bournemouth,DF,12.0,0,12,10,ENG-Premier League,2526,0.0,1.0,0.8333333333333334
Adrien Truffert,Bournemouth,DF,37.5,16,51,43,ENG-Premier League,2526,0.4266666666666667,1.36,1.1466666666666667
Alex Scott,Bournemouth,MF,31.7,44,38,35,ENG-Premier League,2526,1.38801261829653,1.1987381703470033,1.1041009463722398
Alex Tóth,Bournemouth,MF,1.6,2,0,3,ENG-Premier League,2526,1.25,0.0,1.875
Amine Adli,Bournemouth,MF,12.2,20,17,6,ENG-Premier League,2526,1.639344262295082,1.3934426229508197,0.49180327868852464
Antoine Semenyo,Bournemouth,MF,20.0,49,20,6,ENG-Premier League,2526,2.45,1.0,0.3
Bafodé Diakité,Bournemouth,DF,14.2,1,15,10,ENG-Premier League,2526,0.07042253521126761,1.0563380281690142,0.7042253521126761
Ben Gannon-Doak,Bournemouth,MF,1.3,3,2,1,ENG-Premier League,2526,2.3076923076923075,1.5384615384615383,0.7692307692307692
Ben Winterburn,Bournemouth,MF,0.1,0,0,0,ENG-Premier League,2526,0.0,0.0,0.0
David Brooks,Bournemouth,MF,13.4,48,13,4,ENG-Premier League,2526,3.582089552238806,0.9701492537313433,0.29850746268656714
Eli Junior Kroupi,Bournemouth,"MF,FW",18.6,52,6,9,ENG-Premier League,2526,2.7956989247311825,0.3225806451612903,0.48387096774193544
Enes Ünal,Bournemouth,FW,2.6,15,1,0,ENG-Premier League,2526,5.769230769230769,0.3846153846153846,0.0
Evanilson,Bournemouth,FW,30.5,72,5,6,ENG-Premier League,2526,2.360655737704918,0.16393442622950818,0.19672131147540983
Hamed Junior Traorè,Bournemouth,MF,0.2,0,0,0,ENG-Premier League,2526,0.0,0.0,0.0
James Hill,Bournemouth,DF,23.4,12,20,37,ENG-Premier League,2526,0.5128205128205129,0.8547008547008548,1.5811965811965814
Julio Soler,Bournemouth,DF,0.4,0,0,0,ENG-Premier League,2526,0.0,0.0,0.0
Justin Kluivert,Bournemouth,MF,10.6,17,7,4,ENG-Premier League,2526,1.6037735849056605,0.6603773584905661,0.37735849056603776
Lewis Cook,Bournemouth,"MF,DF",9.7,3,17,21,ENG-Premier League,2526,0.30927835051546393,1.752577319587629,2.1649484536082477
Marcos Senesi,Bournemouth,DF,36.5,17,34,50,ENG-Premier League,2526,0.4657534246575342,0.9315068493150684,1.36986301369863
Marcus Tavernier,Bournemouth,MF,30.3,70,21,16,ENG-Premier League,2526,2.31023102310231,0.693069306930693,0.528052805280528
Rayan,Bournemouth,MF,12.3,28,6,8,ENG-Premier League,2526,2.2764227642276422,0.4878048780487805,0.6504065040650406
Ryan Christie,Bournemouth,MF,11.0,25,20,11,ENG-Premier League,2526,2.272727272727273,1.8181818181818181,1.0
Tyler Adams,Bournemouth,MF,19.7,10,24,30,ENG-Premier League,2526,0.5076142131979695,1.218274111675127,1.5228426395939088
Veljko Milosavljević,Bournemouth,DF,4.1,1,4,4,ENG-Premier League,2526,0.24390243902439027,0.9756097560975611,0.9756097560975611
Álex Jiménez,Bournemouth,"DF,MF",25.7,21,45,27,ENG-Premier League,2526,0.8171206225680934,1.7509727626459144,1.0505836575875487
Đorđe Petrović,Bournemouth,GK,38.0,0,0,0,ENG-Premier League,2526,0.0,0.0,0.0
Aaron Hickey,Brentford,"DF,MF",7.7,6,7,8,ENG-Premier League,2526,0.7792207792207793,0.9090909090909091,1.0389610389610389
Antoni Milambo,Brentford,MF,0.5,0,1,0,ENG-Premier League,2526,0.0,2.0,0.0
Caoimhín Kelleher,Brentford,GK,37.0,0,0,1,ENG-Premier League,2526,0.0,0.0,0.02702702702702703
Dango Ouattara,Brentford,MF,25.3,56,14,24,ENG-Premier League,2526,2.2134387351778657,0.5533596837944664,0.9486166007905138
Ethan Pinnock,Brentford,DF,3.5,1,5,5,ENG-Premier League,2526,0.2857142857142857,1.4285714285714286,1.4285714285714286
Fabio Carvalho,Brentford,MF,1.1,2,2,0,ENG-Premier League,2526,1.8181818181818181,1.8181818181818181,0.0
Frank Onyeka,Brentford,MF,1.0,0,0,0,ENG-Premier League,2526,0.0,0.0,0.0
Hákon Valdimarsson,Brentford,GK,1.0,0,0,0,ENG-Premier League,2526,0.0,0.0,0.0
Igor Thiago,Brentford,FW,36.5,84,21,12,ENG-Premier League,2526,2.3013698630136985,0.5753424657534246,0.3287671232876712
Jordan Henderson,Brentford,MF,21.3,6,14,16,ENG-Premier League,2526,0.28169014084507044,0.6572769953051643,0.7511737089201878
Keane Lewis-Potter,Brentford,"DF,MF",21.9,31,14,10,ENG-Premier League,2526,1.4155251141552512,0.6392694063926941,0.4566210045662101
Kevin Schade,Brentford,"MF,FW",30.5,57,27,19,ENG-Premier League,2526,1.8688524590163935,0.8852459016393442,0.6229508196721312
Kristoffer Ajer,Brentford,DF,20.1,10,23,15,ENG-Premier League,2526,0.49751243781094523,1.144278606965174,0.7462686567164178
Mathias Jensen,Brentford,MF,25.0,29,23,21,ENG-Premier League,2526,1.16,0.92,0.84
Michael Kayode,Brentford,DF,36.2,9,47,39,ENG-Premier League,2526,0.24861878453038672,1.298342541436464,1.0773480662983426
Mikkel Damsgaard,Brentford,MF,22.8,29,34,24,ENG-Premier League,2526,1.2719298245614035,1.4912280701754386,1.0526315789473684
Nathan Collins,Brentford,DF,33.1,20,13,36,ENG-Premier League,2526,0.6042296072507553,0.39274924471299094,1.0876132930513596
Reiss Nelson,Brentford,"FW,MF",1.4,5,3,0,ENG-Premier League,2526,3.5714285714285716,2.142857142857143,0.0
Rico Henry,Brentford,DF,14.8,5,11,7,ENG-Premier League,2526,0.33783783783783783,0.7432432432432432,0.47297297297297297
Romelle Donovan,Brentford,FW,0.5,3,0,0,ENG-Premier League,2526,6.0,0.0,0.0
Sepp van den Berg,Brentford,DF,30.7,23,9,26,ENG-Premier League,2526,0.749185667752443,0.2931596091205212,0.8469055374592834
Vitaly Janelt,Brentford,MF,16.0,12,17,27,ENG-Premier League,2526,0.75,1.0625,1.6875
Yehor Yarmoliuk,Brentford,MF,29.5,16,46,28,ENG-Premier League,2526,0.5423728813559322,1.5593220338983051,0.9491525423728814
Bart Verbruggen,Brighton,GK,38.0,0,1,0,ENG-Premier League,2526,0.0,0.02631578947368421,0.0
Brajan Gruda,Brighton,MF,8.0,16,5,2,ENG-Premier League,2526,2.0,0.625,0.25
Carlos Baleba,Brighton,MF,18.4,20,21,28,ENG-Premier League,2526,1.0869565217391306,1.1413043478260871,1.5217391304347827
Charalampos Kostoulas,Brighton,FW,4.1,21,6,1,ENG-Premier League,2526,5.121951219512195,1.4634146341463417,0.24390243902439027
Danny Welbeck,Brighton,FW,25.1,56,14,8,ENG-Premier League,2526,2.231075697211155,0.5577689243027888,0.3187250996015936
Diego Coppola,Brighton,DF,2.2,0,2,1,ENG-Premier League,2526,0.0,0.9090909090909091,0.45454545454545453
Diego Gómez,Brighton,"MF,FW",23.6,42,49,19,ENG-Premier League,2526,1.7796610169491525,2.0762711864406778,0.8050847457627118
Ferdi Kadioglu,Brighton,"DF,MF",34.8,28,39,25,ENG-Premier League,2526,0.8045977011494253,1.120689655172414,0.7183908045977012
Georginio Rutter,Brighton,"MF,FW",19.8,42,19,11,ENG-Premier League,2526,2.121212121212121,0.9595959595959596,0.5555555555555556
Harry Howell,Brighton,MF,1.0,0,0,0,ENG-Premier League,2526,0.0,0.0,0.0
Jack Hinshelwood,Brighton,MF,19.3,37,13,6,ENG-Premier League,2526,1.9170984455958548,0.6735751295336787,0.31088082901554404
James Milner,Brighton,MF,8.7,8,9,5,ENG-Premier League,2526,0.9195402298850576,1.0344827586206897,0.574712643678161
Jan Paul van Hecke,Brighton,DF,35.7,23,31,45,ENG-Premier League,2526,0.6442577030812324,0.8683473389355741,1.2605042016806722
Joël Veltman,Brighton,DF,11.8,4,17,19,ENG-Premier League,2526,0.3389830508474576,1.4406779661016949,1.6101694915254237
Kaoru Mitoma,Brighton,"MF,FW",19.1,32,12,8,ENG-Premier League,2526,1.6753926701570678,0.6282722513089005,0.41884816753926696
Lewis Dunk,Brighton,DF,31.5,23,22,30,ENG-Premier League,2526,0.7301587301587301,0.6984126984126984,0.9523809523809523
Mats Wieffer,Brighton,DF,21.1,18,43,24,ENG-Premier League,2526,0.8530805687203791,2.037914691943128,1.1374407582938388
Matt O'Riley,Brighton,MF,2.3,4,2,0,ENG-Premier League,2526,1.7391304347826089,0.8695652173913044,0.0
Maxim De Cuyper,Brighton,"DF,MF",15.7,13,10,11,ENG-Premier League,2526,0.8280254777070064,0.6369426751592357,0.7006369426751593
Olivier Boscagli,Brighton,DF,8.9,1,11,16,ENG-Premier League,2526,0.11235955056179775,1.2359550561797752,1.797752808988764
Pascal Groß,Brighton,MF,18.2,18,17,11,ENG-Premier League,2526,0.989010989010989,0.9340659340659341,0.6043956043956045
Solly March,Brighton,MF,0.5,1,2,0,ENG-Premier League,2526,2.0,4.0,0.0
Stefanos Tzimas,Brighton,FW,1.5,4,1,0,ENG-Premier League,2526,2.6666666666666665,0.6666666666666666,0.0
Tom Watson,Brighton,MF,0.7,1,1,0,ENG-Premier League,2526,1.4285714285714286,1.4285714285714286,0.0
Yankuba Minteh,Brighton,MF,26.6,41,37,15,ENG-Premier League,2526,1.5413533834586466,1.3909774436090225,0.5639097744360902
Yasin Ayari,Brighton,MF,21.4,41,25,26,ENG-Premier League,2526,1.9158878504672898,1.1682242990654206,1.2149532710280375
Armando Broja,Burnley,FW,9.6,16,3,3,ENG-Premier League,2526,1.6666666666666667,0.3125,0.3125
Ashley Barnes,Burnley,"FW,MF",0.5,2,0,0,ENG-Premier League,2526,4.0,0.0,0.0
Axel Tuanzebe,Burnley,DF,13.3,2,8,12,ENG-Premier League,2526,0.15037593984962405,0.6015037593984962,0.9022556390977443
Bashir Humphreys,Burnley,"DF,MF",17.5,9,17,11,ENG-Premier League,2526,0.5142857142857142,0.9714285714285714,0.6285714285714286
Florentino Luís,Burnley,MF,23.4,13,49,40,ENG-Premier League,2526,0.5555555555555556,2.094017094017094,1.7094017094017095
Hannibal Mejbri,Burnley,MF,13.7,19,17,7,ENG-Premier League,2526,1.3868613138686132,1.2408759124087592,0.5109489051094891
Hjalmar Ekdal,Burnley,DF,17.1,6,17,12,ENG-Premier League,2526,0.3508771929824561,0.9941520467836257,0.7017543859649122
Jacob Bruun Larsen,Burnley,"MF,FW",11.4,17,3,6,ENG-Premier League,2526,1.4912280701754386,0.2631578947368421,0.5263157894736842
Jaidon Anthony,Burnley,MF,30.2,55,21,16,ENG-Premier League,2526,1.8211920529801324,0.695364238410596,0.5298013245033113
James Ward-Prowse,Burnley,MF,7.6,3,4,15,ENG-Premier League,2526,0.39473684210526316,0.5263157894736842,1.973684210526316
Jaydon Amauri Banel,Burnley,"FW,MF",0.1,0,0,0,ENG-Premier League,2526,0.0,0.0,0.0
Joe Worrall,Burnley,DF,5.6,1,2,6,ENG-Premier League,2526,0.17857142857142858,0.35714285714285715,1.0714285714285714
Josh Cullen,Burnley,MF,16.8,11,19,24,ENG-Premier League,2526,0.6547619047619048,1.130952380952381,1.4285714285714286
Josh Laurent,Burnley,"DF,MF",19.6,15,25,28,ENG-Premier League,2526,0.7653061224489796,1.2755102040816326,1.4285714285714284
Kyle Walker,Burnley,"DF,MF",34.4,4,32,43,ENG-Premier League,2526,0.11627906976744186,0.9302325581395349,1.25
Lesley Ugochukwu,Burnley,MF,26.0,23,26,17,ENG-Premier League,2526,0.8846153846153846,1.0,0.6538461538461539
Loum Tchaouna,Burnley,"MF,FW",14.1,23,9,2,ENG-Premier League,2526,1.6312056737588654,0.6382978723404256,0.14184397163120568
Lucas,Burnley,"MF,DF",15.7,16,22,19,ENG-Premier League,2526,1.019108280254777,1.4012738853503186,1.2101910828025477
Lyle Foster,Burnley,"FW,MF",15.2,20,12,4,ENG-Premier League,2526,1.3157894736842106,0.7894736842105263,0.2631578947368421
Marcus Edwards,Burnley,"MF,FW",11.9,23,6,3,ENG-Premier League,2526,1.9327731092436975,0.5042016806722689,0.25210084033613445
Martin Dúbravka,Burnley,GK,35.0,0,1,0,ENG-Premier League,2526,0.0,0.02857142857142857,0.0
Max Weiß,Burnley,GK,3.0,0,0,0,ENG-Premier League,2526,0.0,0.0,0.0
Maxime Estève,Burnley,DF,32.6,10,27,37,ENG-Premier League,2526,0.3067484662576687,0.8282208588957055,1.1349693251533741
Mike Trésor,Burnley,"FW,MF",0.5,0,1,0,ENG-Premier League,2526,0.0,2.0,0.0
Oliver Sonne,Burnley,DF,1.9,3,1,1,ENG-Premier League,2526,1.5789473684210527,0.5263157894736842,0.5263157894736842
Quilindschy Hartman,Burnley,DF,20.3,9,31,32,ENG-Premier League,2526,0.44334975369458124,1.5270935960591132,1.5763546798029555
Zeki Amdouni,Burnley,"FW,MF",0.8,3,0,0,ENG-Premier League,2526,3.75,0.0,0.0
Zian Flemming,Burnley,FW,19.7,52,10,6,ENG-Premier League,2526,2.6395939086294415,0.5076142131979695,0.30456852791878175
Alejandro Garnacho,Chelsea,MF,14.1,33,13,4,ENG-Premier League,2526,2.3404255319148937,0.9219858156028369,0.28368794326241137
Andrey Santos,Chelsea,MF,14.0,11,21,18,ENG-Premier League,2526,0.7857142857142857,1.5,1.2857142857142858
Benoît Badiashile,Chelsea,DF,5.2,0,5,9,ENG-Premier League,2526,0.0,0.9615384615384615,1.7307692307692306
Cole Palmer,Chelsea,MF,21.7,64,12,13,ENG-Premier League,2526,2.9493087557603688,0.5529953917050692,0.599078341013825
Dario Essugo,Chelsea,MF,0.3,0,3,0,ENG-Premier League,2526,0.0,10.0,0.0
Enzo Fernández,Chelsea,MF,34.6,72,24,20,ENG-Premier League,2526,2.0809248554913293,0.6936416184971098,0.5780346820809248
Estêvão Willian,Chelsea,MF,9.4,28,6,4,ENG-Premier League,2526,2.978723404255319,0.6382978723404255,0.425531914893617
Facundo Buonanotte,Chelsea,MF,0.5,0,0,0,ENG-Premier League,2526,0.0,0.0,0.0
Filip Jørgensen,Chelsea,GK,4.2,0,0,1,ENG-Premier League,2526,0.0,0.0,0.23809523809523808
Jamie Gittens,Chelsea,MF,5.5,10,4,2,ENG-Premier League,2526,1.8181818181818181,0.7272727272727273,0.36363636363636365
Jesse Derry,Chelsea,MF,0.5,2,1,0,ENG-Premier League,2526,4.0,2.0,0.0
Jorrel Hato,Chelsea,DF,12.8,4,19,17,ENG-Premier League,2526,0.3125,1.484375,1.328125
Joshua Acheampong,Chelsea,DF,7.4,4,8,12,ENG-Premier League,2526,0.5405405405405405,1.081081081081081,1.6216216216216215
João Pedro,Chelsea,"FW,MF",29.6,73,17,6,ENG-Premier League,2526,2.4662162162162162,0.5743243243243243,0.2027027027027027
Levi Colwill,Chelsea,DF,2.5,0,2,5,ENG-Premier League,2526,0.0,0.8,2.0
Liam Delap,Chelsea,FW,12.3,36,3,1,ENG-Premier League,2526,2.926829268292683,0.24390243902439024,0.08130081300813008
Malo Gusto,Chelsea,"DF,MF",25.1,12,23,30,ENG-Premier League,2526,0.4780876494023904,0.9163346613545816,1.195219123505976
Mamadou Sarr,Chelsea,DF,1.1,1,0,1,ENG-Premier League,2526,0.9090909090909091,0.0,0.9090909090909091
Marc Cucurella,Chelsea,DF,30.1,20,40,28,ENG-Premier League,2526,0.6644518272425249,1.3289036544850499,0.9302325581395349
Marc Guiu,Chelsea,FW,2.9,12,0,0,ENG-Premier League,2526,4.137931034482759,0.0,0.0
Moisés Caicedo,Chelsea,MF,31.1,27,47,59,ENG-Premier League,2526,0.8681672025723473,1.5112540192926045,1.8971061093247588
Pedro Neto,Chelsea,"MF,FW",29.2,46,11,6,ENG-Premier League,2526,1.5753424657534247,0.3767123287671233,0.20547945205479454
Reece James,Chelsea,"DF,MF",21.8,22,33,32,ENG-Premier League,2526,1.0091743119266054,1.5137614678899083,1.4678899082568806
Robert Sánchez,Chelsea,GK,33.8,0,0,1,ENG-Premier League,2526,0.0,0.0,0.02958579881656805
Roméo Lavia,Chelsea,MF,4.2,3,7,5,ENG-Premier League,2526,0.7142857142857143,1.6666666666666665,1.1904761904761905
Tosin Adarabioyo,Chelsea,DF,8.8,2,6,9,ENG-Premier League,2526,0.22727272727272727,0.6818181818181818,1.0227272727272727
Trevoh Chalobah,Chelsea,DF,30.9,16,22,37,ENG-Premier League,2526,0.5177993527508091,0.7119741100323624,1.197411003236246
Tyrique George,Chelsea,FW,1.6,3,2,0,ENG-Premier League,2526,1.875,1.25,0.0
Wesley Fofana,Chelsea,DF,19.1,8,11,38,ENG-Premier League,2526,0.41884816753926696,0.5759162303664921,1.9895287958115182
Adam Wharton,Crystal Palace,MF,28.4,32,36,27,ENG-Premier League,2526,1.1267605633802817,1.267605633802817,0.9507042253521127
Borna Sosa,Crystal Palace,"DF,MF",1.1,1,0,2,ENG-Premier League,2526,0.9090909090909091,0.0,1.8181818181818181
Brennan Johnson,Crystal Palace,"MF,FW",12.4,17,7,2,ENG-Premier League,2526,1.3709677419354838,0.564516129032258,0.16129032258064516
Chadi Riad,Crystal Palace,DF,6.1,4,5,4,ENG-Premier League,2526,0.6557377049180328,0.819672131147541,0.6557377049180328
Chris Richards,Crystal Palace,DF,31.4,15,35,43,ENG-Premier League,2526,0.47770700636942676,1.1146496815286624,1.3694267515923568
Christantus Uche,Crystal Palace,FW,1.9,6,1,0,ENG-Premier League,2526,3.1578947368421053,0.5263157894736842,0.0
Daichi Kamada,Crystal Palace,MF,21.1,19,35,14,ENG-Premier League,2526,0.9004739336492891,1.6587677725118481,0.6635071090047393
Daniel Muñoz,Crystal Palace,MF,26.7,26,48,24,ENG-Premier League,2526,0.9737827715355806,1.797752808988764,0.898876404494382
Dean Henderson,Crystal Palace,GK,37.0,0,0,1,ENG-Premier League,2526,0.0,0.0,0.02702702702702703
Eberechi Eze,Crystal Palace,MF,0.9,6,1,0,ENG-Premier League,2526,6.666666666666666,1.1111111111111112,0.0
Eddie Nketiah,Crystal Palace,MF,4.7,15,6,2,ENG-Premier League,2526,3.1914893617021276,1.276595744680851,0.425531914893617
Evann Guessand,Crystal Palace,MF,3.7,3,2,2,ENG-Premier League,2526,0.8108108108108107,0.5405405405405405,0.5405405405405405
Ismaila Sarr,Crystal Palace,MF,24.2,48,9,7,ENG-Premier League,2526,1.9834710743801653,0.37190082644628103,0.2892561983471075
Jaydee Canvot,Crystal Palace,DF,14.8,7,22,12,ENG-Premier League,2526,0.47297297297297297,1.4864864864864864,0.8108108108108107
Jean-Philippe Mateta,Crystal Palace,FW,24.6,63,4,6,ENG-Premier League,2526,2.5609756097560976,0.16260162601626016,0.24390243902439024
Jefferson Lerma,Crystal Palace,"MF,DF",19.3,19,18,25,ENG-Premier League,2526,0.9844559585492227,0.9326424870466321,1.2953367875647668
Joél Drakes-Thomas,Crystal Palace,MF,0.1,0,1,0,ENG-Premier League,2526,0.0,10.0,0.0
Justin Devenny,Crystal Palace,"MF,FW",8.8,13,11,1,ENG-Premier League,2526,1.477272727272727,1.25,0.11363636363636363
Jørgen Strand Larsen,Crystal Palace,FW,10.0,23,0,1,ENG-Premier League,2526,2.3,0.0,0.1
Marc Guéhi,Crystal Palace,DF,20.0,15,19,24,ENG-Premier League,2526,0.75,0.95,1.2
Maxence Lacroix,Crystal Palace,DF,34.3,25,38,45,ENG-Premier League,2526,0.728862973760933,1.1078717201166182,1.3119533527696794
Nathaniel Clyne,Crystal Palace,"MF,DF",6.6,3,9,7,ENG-Premier League,2526,0.4545454545454546,1.3636363636363638,1.0606060606060606
Rio Cardines,Crystal Palace,MF,1.0,1,1,0,ENG-Premier League,2526,1.0,1.0,0.0
Romain Esse,Crystal Palace,MF,0.5,0,1,0,ENG-Premier League,2526,0.0,2.0,0.0
Tyrick Mitchell,Crystal Palace,MF,36.1,19,65,33,ENG-Premier League,2526,0.5263157894736842,1.8005540166204985,0.9141274238227146
Walter Benítez,Crystal Palace,GK,1.0,0,0,0,ENG-Premier League,2526,0.0,0.0,0.0
Will Hughes,Crystal Palace,MF,17.5,17,16,15,ENG-Premier League,2526,0.9714285714285714,0.9142857142857143,0.8571428571428571
Yéremy Pino,Crystal Palace,"MF,FW",23.1,45,20,8,ENG-Premier League,2526,1.948051948051948,0.8658008658008658,0.3463203463203463
Beto,Everton,FW,17.4,43,5,1,ENG-Premier League,2526,2.4712643678160924,0.2873563218390805,0.0574712643678161
Carlos Alcaraz,Everton,MF,7.7,20,9,2,ENG-Premier League,2526,2.5974025974025974,1.1688311688311688,0.2597402597402597
Dwight McNeil,Everton,MF,13.0,24,16,10,ENG-Premier League,2526,1.8461538461538463,1.2307692307692308,0.7692307692307693
Harrison Armstrong,Everton,MF,5.9,5,10,4,ENG-Premier League,2526,0.847457627118644,1.694915254237288,0.6779661016949152
Idrissa Gueye,Everton,MF,23.3,29,21,29,ENG-Premier League,2526,1.2446351931330473,0.9012875536480687,1.2446351931330473
Iliman Ndiaye,Everton,MF,30.9,43,40,17,ENG-Premier League,2526,1.3915857605177995,1.2944983818770228,0.5501618122977346
