id,season_name,total_points,minutes,goals_scored,assists,clean_sheets,goals_conceded,own_goals,penalties_saved,penalties_missed,yellow_cards,red_cards,saves,bonus,bps,influence,creativity,threat,ict_index,expected_goals,expected_assists,expected_goal_involvements,prev_total_points,prev_minutes,prev_goals_scored,prev_assists,prev_clean_sheets,prev_goals_conceded,prev_own_goals,prev_penalties_saved,prev_penalties_missed,prev_yellow_cards,prev_red_cards,prev_saves,prev_bonus,prev_bps,prev_influence,prev_creativity,prev_threat,prev_ict_index,prev_expected_goals,prev_expected_assists,prev_expected_goal_involvements,avg2_total_points,avg2_goals_scored,avg2_assists,avg2_minutes,avg2_clean_sheets,avg2_saves,avg2_goals_conceded,seasons_played,full_name,position,team_name
1,2021/22,95,2160,0,0,8,27,0,0,0,1,0,78,5,496,593.4,10.0,0.0,60.1,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,David Raya Martín,Goalkeeper,Arsenal
1,2022/23,166,3420,0,0,12,46,1,0,0,1,0,154,20,822,1146.0,20.1,4.0,117.3,0.11,0.12,0.23,95.0,2160.0,0.0,0.0,8.0,27.0,0.0,0.0,0.0,1.0,0.0,78.0,5.0,496.0,593.4,10.0,0.0,60.1,0.0,0.0,0.0,95.0,0.0,0.0,2160.0,8.0,78.0,27.0,1,David Raya Martín,Goalkeeper,Arsenal
1,2023/24,135,2880,0,0,16,24,0,1,0,2,0,46,6,569,413.0,0.0,0.0,41.1,0.0,0.04,0.04,166.0,3420.0,0.0,0.0,12.0,46.0,1.0,0.0,0.0,1.0,0.0,154.0,20.0,822.0,1146.0,20.1,4.0,117.3,0.11,0.12,0.23,130.5,0.0,0.0,2790.0,10.0,116.0,36.5,2,David Raya Martín,Goalkeeper,Arsenal
1,2024/25,142,3420,0,0,13,34,0,0,0,3,0,86,10,555,755.4,10.7,0.0,76.7,0.0,0.03,0.03,135.0,2880.0,0.0,0.0,16.0,24.0,0.0,1.0,0.0,2.0,0.0,46.0,6.0,569.0,413.0,0.0,0.0,41.1,0.0,0.04,0.04,150.5,0.0,0.0,3150.0,14.0,100.0,35.0,3,David Raya Martín,Goalkeeper,Arsenal
1,2025/26,162,3330,0,0,19,26,0,0,0,1,0,60,11,633,541.6,33.5,0.0,57.5,0.0,0.07,0.07,142.0,3420.0,0.0,0.0,13.0,34.0,0.0,0.0,0.0,3.0,0.0,86.0,10.0,555.0,755.4,10.7,0.0,76.7,0.0,0.03,0.03,138.5,0.0,0.0,3150.0,14.5,66.0,29.0,4,David Raya Martín,Goalkeeper,Arsenal
2,2018/19,142,3240,0,0,14,39,0,1,0,2,0,82,7,685,681.0,0.1,0.0,68.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,37.5,1.5,1.0,606.0,1.5,0.0,9.5,0,Kepa Arrizabalaga Revuelta,Goalkeeper,Arsenal
2,2019/20,90,2970,0,0,8,47,0,0,0,0,0,55,0,507,503.6,0.0,0.0,50.2,0.0,0.0,0.0,142.0,3240.0,0.0,0.0,14.0,39.0,0.0,1.0,0.0,2.0,0.0,82.0,7.0,685.0,681.0,0.1,0.0,68.0,0.0,0.0,0.0,52.0,2.0,1.0,941.0,3.0,0.0,12.0,1,Kepa Arrizabalaga Revuelta,Goalkeeper,Arsenal
2,2020/21,26,585,0,0,2,8,0,0,0,1,0,16,5,117,113.6,0.0,0.0,11.3,0.0,0.0,0.0,90.0,2970.0,0.0,0.0,8.0,47.0,0.0,0.0,0.0,0.0,0.0,55.0,0.0,507.0,503.6,0.0,0.0,50.2,0.0,0.0,0.0,64.0,1.0,2.0,1825.0,3.0,0.0,35.0,2,Kepa Arrizabalaga Revuelta,Goalkeeper,Arsenal
2,2021/22,19,360,0,0,2,2,0,0,0,0,0,11,1,89,95.6,0.0,0.0,9.6,0.0,0.0,0.0,26.0,585.0,0.0,0.0,2.0,8.0,0.0,0.0,0.0,1.0,0.0,16.0,5.0,117.0,113.6,0.0,0.0,11.3,0.0,0.0,0.0,77.0,0.5,3.5,2366.5,5.5,0.0,45.5,3,Kepa Arrizabalaga Revuelta,Goalkeeper,Arsenal
2,2022/23,118,2565,0,0,9,33,0,0,0,1,0,91,15,575,733.4,0.1,0.0,73.3,0.0,0.0,0.0,19.0,360.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,11.0,1.0,89.0,95.6,0.0,0.0,9.6,0.0,0.0,0.0,83.0,1.0,4.0,2511.0,8.0,0.0,42.0,4,Kepa Arrizabalaga Revuelta,Goalkeeper,Arsenal
2,2023/24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,118.0,2565.0,0.0,0.0,9.0,33.0,0.0,0.0,0.0,1.0,0.0,91.0,15.0,575.0,733.4,0.1,0.0,73.3,0.0,0.0,0.0,76.0,2.0,3.0,2114.0,8.0,0.0,28.0,5,Kepa Arrizabalaga Revuelta,Goalkeeper,Arsenal
2,2024/25,106,2790,0,0,8,39,0,0,0,3,0,97,7,406,744.4,10.4,4.0,75.8,0.06,0.03,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,6,Kepa Arrizabalaga Revuelta,Goalkeeper,Arsenal
2,2025/26,2,90,0,0,0,1,0,0,0,0,0,2,0,11,19.8,0.0,0.0,2.0,0.0,0.0,0.0,106.0,2790.0,0.0,0.0,8.0,39.0,0.0,0.0,0.0,3.0,0.0,97.0,7.0,406.0,744.4,10.4,4.0,75.8,0.06,0.03,0.09,,,,,,,,7,Kepa Arrizabalaga Revuelta,Goalkeeper,Arsenal
3,2020/21,154,3150,0,0,11,52,1,1,0,0,0,140,20,774,1026.0,10.0,0.0,103.7,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,45.0,0.0,0.0,1545.0,3.0,0.0,27.0,0,Illan Meslier,Goalkeeper,Arsenal
3,2021/22,106,3384,0,0,5,79,0,0,0,2,0,143,8,713,1090.6,0.0,0.0,108.9,0.0,0.0,0.0,154.0,3150.0,0.0,0.0,11.0,52.0,1.0,1.0,0.0,0.0,0.0,140.0,20.0,774.0,1026.0,10.0,0.0,103.7,0.0,0.0,0.0,45.0,0.0,0.0,1545.0,3.0,0.0,27.0,1,Illan Meslier,Goalkeeper,Arsenal
3,2022/23,90,3060,0,0,5,67,0,0,0,3,0,94,8,548,738.6,0.0,17.0,75.9,0.12,0.01,0.13,106.0,3384.0,0.0,0.0,5.0,79.0,0.0,0.0,0.0,2.0,0.0,143.0,8.0,713.0,1090.6,0.0,0.0,108.9,0.0,0.0,0.0,34.0,1.0,1.0,494.0,0.0,0.0,8.0,2,Illan Meslier,Goalkeeper,Arsenal
3,2025/26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,90.0,3060.0,0.0,0.0,5.0,67.0,0.0,0.0,0.0,3.0,0.0,94.0,8.0,548.0,738.6,0.0,17.0,75.9,0.12,0.01,0.13,34.0,1.0,1.0,494.0,0.0,0.0,8.0,3,Illan Meslier,Goalkeeper,Arsenal
4,2020/21,78,1996,2,0,6,24,0,0,0,2,1,0,7,385,464.8,51.0,233.0,74.9,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,Gabriel dos Santos Magalhães,Defender,Arsenal
4,2021/22,146,3063,5,0,13,38,0,0,0,6,1,0,16,682,746.8,131.6,470.0,134.7,0.0,0.0,0.0,78.0,1996.0,2.0,0.0,6.0,24.0,0.0,0.0,0.0,2.0,1.0,0.0,7.0,385.0,464.8,51.0,233.0,74.9,0.0,0.0,0.0,13.5,0.0,0.0,366.0,1.0,0.0,6.0,1,Gabriel dos Santos Magalhães,Defender,Arsenal
4,2022/23,146,3409,3,0,14,43,0,0,0,5,0,0,15,723,743.8,131.4,401.0,127.7,5.04,0.66,5.7,146.0,3063.0,5.0,0.0,13.0,38.0,0.0,0.0,0.0,6.0,1.0,0.0,16.0,682.0,746.8,131.6,470.0,134.7,0.0,0.0,0.0,15.0,0.0,0.0,409.5,1.0,0.0,7.5,2,Gabriel dos Santos Magalhães,Defender,Arsenal
4,2023/24,149,3042,3,1,16,26,1,0,0,4,0,0,8,676,675.8,121.9,379.0,117.9,4.48,0.65,5.13,146.0,3409.0,3.0,0.0,14.0,43.0,0.0,0.0,0.0,5.0,0.0,0.0,15.0,723.0,743.8,131.4,401.0,127.7,5.04,0.66,5.7,1.5,0.0,0.0,43.5,0.0,0.0,1.5,3,Gabriel dos Santos Magalhães,Defender,Arsenal
4,2024/25,117,2363,3,2,10,22,0,0,0,4,0,0,9,459,584.6,208.8,287.0,108.2,2.7,1.21,3.91,149.0,3042.0,3.0,1.0,16.0,26.0,1.0,0.0,0.0,4.0,0.0,0.0,8.0,676.0,675.8,121.9,379.0,117.9,4.48,0.65,5.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,Gabriel dos Santos Magalhães,Defender,Arsenal
4,2025/26,209,2750,3,5,18,20,0,0,0,4,0,0,30,724,824.0,128.5,298.0,125.0,2.94,1.75,4.69,117.0,2363.0,3.0,2.0,10.0,22.0,0.0,0.0,0.0,4.0,0.0,0.0,9.0,459.0,584.6,208.8,287.0,108.2,2.7,1.21,3.91,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,Gabriel dos Santos Magalhães,Defender,Arsenal
5,2023/24,0,70,0,0,0,0,0,0,0,2,0,0,0,4,5.8,4.7,2.0,1.3,0.0,0.02,0.02,,,,,,,,,,,,,,,,,,,,,,1.0,0.0,0.0,5.5,0.0,0.0,0.0,0,Jurriën Timber,Defender,Arsenal
5,2024/25,114,2415,1,3,11,21,0,0,0,7,0,0,9,426,393.0,296.8,254.0,94.2,1.23,1.3,2.53,0.0,70.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,4.0,5.8,4.7,2.0,1.3,0.0,0.02,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,Jurriën Timber,Defender,Arsenal
5,2025/26,149,2452,3,6,13,20,0,0,0,5,0,0,9,532,499.0,402.6,352.0,125.7,4.71,1.53,6.24,114.0,2415.0,1.0,3.0,11.0,21.0,0.0,0.0,0.0,7.0,0.0,0.0,9.0,426.0,393.0,296.8,254.0,94.2,1.23,1.3,2.53,67.0,5.0,1.0,1031.0,4.0,0.0,13.0,2,Jurriën Timber,Defender,Arsenal
6,2020/21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,125.0,6.5,9.5,1968.0,6.5,0.0,31.5,0,William Saliba,Defender,Arsenal
6,2021/22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,133.0,9.0,8.0,1799.0,6.0,0.0,32.0,1,William Saliba,Defender,Arsenal
6,2022/23,117,2415,2,1,12,25,1,0,0,4,0,0,14,571,529.0,100.8,114.0,74.5,0.91,0.32,1.23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52.0,0.0,4.0,1360.0,9.0,0.0,12.0,2,William Saliba,Defender,Arsenal
6,2023/24,164,3420,2,1,18,29,0,0,0,4,0,0,13,781,697.2,152.1,140.0,99.1,1.7,0.9,2.6,117.0,2415.0,2.0,1.0,12.0,25.0,1.0,0.0,0.0,4.0,0.0,0.0,14.0,571.0,529.0,100.8,114.0,74.5,0.91,0.32,1.23,61.5,2.5,3.0,1430.5,7.5,0.0,18.0,3,William Saliba,Defender,Arsenal
6,2024/25,130,3039,2,0,12,29,0,0,0,2,1,0,14,564,672.6,150.1,116.0,94.2,2.42,1.28,3.7,164.0,3420.0,2.0,1.0,18.0,29.0,0.0,0.0,0.0,4.0,0.0,0.0,13.0,781.0,697.2,152.1,140.0,99.1,1.7,0.9,2.6,51.5,3.0,1.5,1249.0,3.5,0.0,24.5,4,William Saliba,Defender,Arsenal
6,2025/26,137,2614,1,0,15,20,0,0,0,2,0,0,12,581,552.6,201.0,90.0,84.3,0.88,1.21,2.09,130.0,3039.0,2.0,0.0,12.0,29.0,0.0,0.0,0.0,2.0,1.0,0.0,14.0,564.0,672.6,150.1,116.0,94.2,2.42,1.28,3.7,40.5,1.5,0.5,1318.5,2.0,0.0,25.5,5,William Saliba,Defender,Arsenal
7,2023/24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,95.0,2.0,4.0,2911.0,5.0,0.0,66.0,0,Myles Lewis-Skelly,Midfielder,Arsenal
7,2024/25,37,1362,1,0,5,16,0,0,0,3,2,0,0,237,176.0,170.7,57.0,40.0,0.16,0.51,0.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,95.0,2.0,4.0,2911.0,5.0,0.0,66.0,1,Myles Lewis-Skelly,Midfielder,Arsenal
7,2025/26,29,697,0,0,2,8,0,0,0,3,0,0,0,110,73.2,74.6,29.0,17.6,0.1,0.2,0.3,37.0,1362.0,1.0,0.0,5.0,16.0,0.0,0.0,0.0,3.0,2.0,0.0,0.0,237.0,176.0,170.7,57.0,40.0,0.16,0.51,0.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,Myles Lewis-Skelly,Midfielder,Arsenal
8,2024/25,39,978,2,1,1,12,0,0,0,4,0,0,1,142,252.6,118.2,176.0,54.6,0.86,0.69,1.55,,,,,,,,,,,,,,,,,,,,,,1.0,0.0,0.0,74.0,0.0,0.0,2.5,0,Riccardo Calafiori,Defender,Arsenal
8,2025/26,109,1697,1,2,13,8,0,0,0,5,0,0,6,389,283.0,182.3,313.0,77.9,3.36,0.76,4.12,39.0,978.0,2.0,1.0,1.0,12.0,0.0,0.0,0.0,4.0,0.0,0.0,1.0,142.0,252.6,118.2,176.0,54.6,0.86,0.69,1.55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,Riccardo Calafiori,Defender,Arsenal
9,2025/26,87,1787,1,2,5,19,1,0,0,2,0,0,7,335,453.6,184.7,72.0,70.9,0.36,1.67,2.03,,,,,,,,,,,,,,,,,,,,,,3.5,0.0,0.0,113.0,0.0,0.0,1.5,0,Piero Hincapié,Defender,Arsenal
10,2018/19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,142.0,0.0,0.0,3420.0,13.0,86.0,34.0,0,Benjamin White,Defender,Arsenal
10,2020/21,104,3192,0,0,12,44,0,0,0,3,1,0,5,571,488.6,152.5,153.0,79.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,142.0,0.0,0.0,3240.0,14.0,82.0,39.0,1,Benjamin White,Defender,Arsenal
10,2021/22,107,2880,0,0,13,35,1,0,0,3,0,0,9,557,592.8,182.3,150.0,92.5,0.0,0.0,0.0,104.0,3192.0,0.0,0.0,12.0,44.0,0.0,0.0,0.0,3.0,1.0,0.0,5.0,571.0,488.6,152.5,153.0,79.7,0.0,0.0,0.0,116.0,0.0,0.0,3105.0,11.0,68.5,43.0,2,Benjamin White,Defender,Arsenal
10,2022/23,156,3054,2,5,15,35,0,0,0,5,0,0,12,734,655.4,492.5,159.0,130.8,1.25,3.6,4.85,107.0,2880.0,0.0,0.0,13.0,35.0,1.0,0.0,0.0,3.0,0.0,0.0,9.0,557.0,592.8,182.3,150.0,92.5,0.0,0.0,0.0,58.0,0.0,0.0,1777.5,5.0,35.5,27.5,3,Benjamin White,Defender,Arsenal
10,2023/24,182,2987,4,5,18,26,0,0,0,8,0,0,14,776,765.8,589.4,234.0,159.0,1.27,3.66,4.93,156.0,3054.0,2.0,5.0,15.0,35.0,0.0,0.0,0.0,5.0,0.0,0.0,12.0,734.0,655.4,492.5,159.0,130.8,1.25,3.6,4.85,22.5,0.0,0.0,472.5,2.0,13.5,5.0,4,Benjamin White,Defender,Arsenal
10,2024/25,50,1195,0,2,5,13,0,0,0,2,0,0,0,211,247.6,162.6,100.0,51.0,0.46,1.3,1.76,182.0,2987.0,4.0,5.0,18.0,26.0,0.0,0.0,0.0,8.0,0.0,0.0,14.0,776.0,765.8,589.4,234.0,159.0,1.27,3.66,4.93,68.5,0.0,0.0,1462.5,5.5,51.0,17.5,5,Benjamin White,Defender,Arsenal
10,2025/26,45,699,0,1,5,6,0,0,0,0,0,0,3,181,154.8,133.4,54.0,34.3,0.45,0.69,1.14,50.0,1195.0,0.0,2.0,5.0,13.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,211.0,247.6,162.6,100.0,51.0,0.46,1.3,1.76,59.0,0.0,0.0,1282.5,4.5,45.5,16.5,6,Benjamin White,Defender,Arsenal
11,2025/26,40,986,0,0,3,8,0,0,0,4,0,0,1,195,219.2,88.7,20.0,32.9,0.1,0.63,0.73,,,,,,,,,,,,,,,,,,,,,,147.5,10.5,5.0,2342.5,8.5,0.0,31.5,0,Cristhian Mosquera,Defender,Arsenal
12,2018/19,1,7,0,0,0,0,0,0,0,0,0,0,0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,33.5,2.0,1.0,447.5,2.0,0.0,2.0,0,Bukayo Saka,Midfielder,Arsenal
12,2019/20,71,1746,1,6,7,18,0,0,0,6,0,0,4,259,327.2,322.5,248.0,89.8,0.0,0.0,0.0,1.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66.0,4.0,2.0,882.0,4.0,0.0,4.0,1,Bukayo Saka,Midfielder,Arsenal
12,2020/21,114,2554,5,5,8,31,1,0,0,1,0,0,8,414,493.0,650.6,984.0,212.7,0.0,0.0,0.0,71.0,1746.0,1.0,6.0,7.0,18.0,0.0,0.0,0.0,6.0,0.0,0.0,4.0,259.0,327.2,322.5,248.0,89.8,0.0,0.0,0.0,40.0,1.0,2.0,500.0,2.0,0.0,5.0,2,Bukayo Saka,Midfielder,Arsenal
12,2021/22,179,2978,11,9,13,39,0,0,0,6,0,0,18,566,790.4,977.8,1434.0,320.0,0.0,0.0,0.0,114.0,2554.0,5.0,5.0,8.0,31.0,1.0,0.0,0.0,1.0,0.0,0.0,8.0,414.0,493.0,650.6,984.0,212.7,0.0,0.0,0.0,32.0,1.0,2.5,395.0,1.5,0.0,3.5,3,Bukayo Saka,Midfielder,Arsenal
12,2022/23,202,3183,14,12,12,42,0,0,1,6,0,0,19,678,1014.2,1106.1,1214.0,333.4,11.49,5.97,17.46,179.0,2978.0,11.0,9.0,13.0,39.0,0.0,0.0,0.0,6.0,0.0,0.0,18.0,566.0,790.4,977.8,1434.0,320.0,0.0,0.0,0.0,12.0,0.5,1.5,145.0,0.5,0.0,1.0,4,Bukayo Saka,Midfielder,Arsenal
12,2023/24,226,2922,16,12,16,27,0,0,0,4,0,0,29,776,1093.8,1319.8,1342.0,375.7,15.4,10.9,26.29,202.0,3183.0,14.0,12.0,12.0,42.0,0.0,0.0,1.0,6.0,0.0,0.0,19.0,678.0,1014.2,1106.1,1214.0,333.4,11.49,5.97,17.46,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,Bukayo Saka,Midfielder,Arsenal
12,2024/25,127,1724,6,11,7,21,0,0,0,3,0,0,18,508,606.0,842.8,830.0,227.9,6.87,7.78,14.65,226.0,2922.0,16.0,12.0,16.0,27.0,0.0,0.0,0.0,4.0,0.0,0.0,29.0,776.0,1093.8,1319.8,1342.0,375.7,15.4,10.9,26.29,5.0,0.0,0.0,144.0,0.0,0.0,3.0,6,Bukayo Saka,Midfielder,Arsenal
12,2025/26,157,2218,7,10,12,16,0,0,0,2,0,0,18,570,627.0,847.6,828.0,230.6,7.57,7.16,14.73,127.0,1724.0,6.0,11.0,7.0,21.0,0.0,0.0,0.0,3.0,0.0,0.0,18.0,508.0,606.0,842.8,830.0,227.9,6.87,7.78,14.65,2.5,0.0,0.0,72.0,0.0,0.0,1.5,7,Bukayo Saka,Midfielder,Arsenal
13,2016/17,1,1,0,0,0,0,0,0,0,0,0,0,0,3,0.6,0.3,0.0,0.1,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,125.0,0.0,0.0,3077.0,9.5,96.5,43.0,0,Declan Rice,Midfielder,Arsenal
13,2017/18,41,1421,0,0,3,29,0,0,0,1,0,0,0,280,310.4,35.7,29.0,37.5,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.6,0.3,0.0,0.1,0.0,0.0,0.0,113.0,0.0,0.0,3105.0,8.0,97.5,47.5,1,Declan Rice,Midfielder,Arsenal
13,2018/19,92,3003,2,0,6,47,0,0,0,4,0,0,9,586,584.4,174.2,213.0,97.1,0.0,0.0,0.0,41.0,1421.0,0.0,0.0,3.0,29.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,280.0,310.4,35.7,29.0,37.5,0.0,0.0,0.0,111.0,0.0,0.0,3195.0,8.0,100.0,47.0,2,Declan Rice,Midfielder,Arsenal
13,2019/20,105,3420,1,5,7,62,0,0,0,6,0,0,8,616,715.8,350.8,259.0,132.5,0.0,0.0,0.0,92.0,3003.0,2.0,0.0,6.0,47.0,0.0,0.0,0.0,4.0,0.0,0.0,9.0,586.0,584.4,174.2,213.0,97.1,0.0,0.0,0.0,,,,,,,,3,Declan Rice,Midfielder,Arsenal
13,2020/21,86,2880,2,1,11,37,0,0,1,2,0,0,2,520,561.2,343.8,303.0,121.3,0.0,0.0,0.0,105.0,3420.0,1.0,5.0,7.0,62.0,0.0,0.0,0.0,6.0,0.0,0.0,8.0,616.0,715.8,350.8,259.0,132.5,0.0,0.0,0.0,158.0,4.0,5.0,2964.0,13.0,0.0,38.0,4,Declan Rice,Midfielder,Arsenal
13,2021/22,95,3178,1,4,8,49,0,0,0,8,0,0,7,595,773.4,401.8,288.0,146.8,0.0,0.0,0.0,86.0,2880.0,2.0,1.0,11.0,37.0,0.0,0.0,1.0,2.0,0.0,0.0,2.0,520.0,561.2,343.8,303.0,121.3,0.0,0.0,0.0,139.0,2.0,6.5,2997.5,11.0,0.0,43.5,5,Declan Rice,Midfielder,Arsenal
13,2022/23,116,3272,4,3,9,50,0,0,1,5,0,0,12,622,789.0,539.3,226.0,155.5,2.4,1.85,4.25,95.0,3178.0,1.0,4.0,8.0,49.0,0.0,0.0,0.0,8.0,0.0,0.0,7.0,595.0,773.4,401.8,288.0,146.8,0.0,0.0,0.0,120.0,0.0,8.5,2856.0,9.0,0.0,45.5,6,Declan Rice,Midfielder,Arsenal
13,2023/24,165,3225,7,9,17,28,0,0,0,5,0,0,17,744,959.4,745.3,451.0,215.9,3.53,5.09,8.62,116.0,3272.0,4.0,3.0,9.0,50.0,0.0,0.0,1.0,5.0,0.0,0.0,12.0,622.0,789.0,539.3,226.0,155.5,2.4,1.85,4.25,101.5,0.0,6.5,2560.5,8.0,0.0,42.0,7,Declan Rice,Midfielder,Arsenal
13,2024/25,127,2823,4,7,11,29,0,0,0,5,1,0,17,627,733.0,959.6,399.0,208.8,3.51,5.64,9.14,165.0,3225.0,7.0,9.0,17.0,28.0,0.0,0.0,0.0,5.0,0.0,0.0,17.0,744.0,959.4,745.3,451.0,215.9,3.53,5.09,8.62,66.5,0.5,2.0,1966.0,5.0,0.0,33.5,8,Declan Rice,Midfielder,Arsenal
13,2025/26,184,3093,4,9,18,25,0,0,0,3,0,0,23,790,827.2,1027.4,298.0,215.4,3.15,7.32,10.47,127.0,2823.0,4.0,7.0,11.0,29.0,0.0,0.0,0.0,5.0,1.0,0.0,17.0,627.0,733.0,959.6,399.0,208.8,3.51,5.64,9.14,67.5,1.0,2.0,1948.5,4.5,0.0,33.0,9,Declan Rice,Midfielder,Arsenal
14,2020/21,125,2555,4,8,6,51,0,0,0,3,0,0,17,470,516.2,653.1,383.0,155.4,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,34.0,0.5,1.0,662.5,1.5,0.0,10.5,0,Eberechi Eze,Midfielder,Arsenal
14,2021/22,31,599,1,1,3,8,0,0,0,1,0,0,2,125,120.0,175.3,135.0,43.2,0.0,0.0,0.0,125.0,2555.0,4.0,8.0,6.0,51.0,0.0,0.0,0.0,3.0,0.0,0.0,17.0,470.0,516.2,653.1,383.0,155.4,0.0,0.0,0.0,57.0,1.0,2.0,1125.0,3.0,0.0,16.0,1,Eberechi Eze,Midfielder,Arsenal
14,2022/23,159,2631,10,5,9,35,0,0,0,3,0,0,21,580,702.6,833.6,635.0,217.0,7.25,2.92,10.17,31.0,599.0,1.0,1.0,3.0,8.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,125.0,120.0,175.3,135.0,43.2,0.0,0.0,0.0,47.0,0.0,0.0,1284.0,5.0,0.0,14.0,2,Eberechi Eze,Midfielder,Arsenal
14,2023/24,136,2054,11,5,8,28,0,0,0,3,0,0,11,490,740.4,810.0,735.0,228.7,9.12,5.66,14.78,159.0,2631.0,10.0,5.0,9.0,35.0,0.0,0.0,0.0,3.0,0.0,0.0,21.0,580.0,702.6,833.6,635.0,217.0,7.25,2.92,10.17,66.0,0.5,0.5,1942.0,5.5,0.0,27.0,3,Eberechi Eze,Midfielder,Arsenal
14,2024/25,148,2588,8,8,10,34,0,0,1,1,0,0,15,605,685.0,849.2,691.0,222.4,10.39,4.67,15.06,136.0,2054.0,11.0,5.0,8.0,28.0,0.0,0.0,0.0,3.0,0.0,0.0,11.0,490.0,740.4,810.0,735.0,228.7,9.12,5.66,14.78,100.5,1.0,0.5,2846.0,9.0,0.0,36.0,4,Eberechi Eze,Midfielder,Arsenal
14,2025/26,113,1885,7,3,11,14,0,0,0,1,0,0,8,439,393.4,305.7,455.0,115.1,5.18,2.66,7.84,148.0,2588.0,8.0,8.0,10.0,34.0,0.0,0.0,1.0,1.0,0.0,0.0,15.0,605.0,685.0,849.2,691.0,222.4,10.39,4.67,15.06,109.0,1.0,0.5,2838.5,11.0,0.0,31.0,5,Eberechi Eze,Midfielder,Arsenal
15,2020/21,40,861,1,2,3,12,0,0,0,0,0,0,3,183,169.8,322.8,167.0,65.9,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,41.0,1.5,2.5,680.0,3.5,0.0,8.5,0,Martin Ødegaard,Midfielder,Arsenal
15,2021/22,131,2782,7,4,11,39,0,0,0,4,0,0,9,541,676.6,1073.2,639.0,238.2,0.0,0.0,0.0,40.0,861.0,1.0,2.0,3.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,183.0,169.8,322.8,167.0,65.9,0.0,0.0,0.0,70.0,2.0,5.0,1163.0,6.0,0.0,13.5,1,Martin Ødegaard,Midfielder,Arsenal
