player_id,name,current_club_name,position,sub_position,market_value_in_eur,highest_market_value_in_eur
696181,Romaine Mundle,Sunderland AFC,Attack,Left Winger,7000000.0,8000000.0
696589,Tim Iroegbunam,Everton FC,Midfield,Central Midfield,18000000.0,18000000.0
697280,George Earthy,West Ham United,Midfield,Attacking Midfield,1000000.0,1000000.0
698164,Freddie Potts,West Ham United,Midfield,Defensive Midfield,10000000.0,10000000.0
698415,José Córdoba,Norwich City,Defender,Centre-Back,5000000.0,5000000.0
698678,Hugo Bueno,Wolverhampton Wanderers,Defender,Left-Back,12000000.0,12000000.0
700461,Alfie Brooks,Wolverhampton Wanderers,Goalkeeper,Goalkeeper,,
701021,Ruairi McConville,Norwich City,Defender,Centre-Back,3000000.0,3000000.0
701057,Rico Lewis,Manchester City,Defender,Right-Back,28000000.0,40000000.0
706815,Harvey Davies,Liverpool FC,Goalkeeper,Goalkeeper,500000.0,500000.0
706889,Jaydon Banel,Burnley FC,Attack,Left Winger,1000000.0,1200000.0
706968,Ji-sung Eom,Swansea City,Attack,Left Winger,1800000.0,1800000.0
708072,Nicolò Savona,Nottingham Forest,Defender,Right-Back,15000000.0,18000000.0
709726,Hugo Ekitiké,Liverpool FC,Attack,Centre-Forward,80000000.0,90000000.0
711337,Evanilson,AFC Bournemouth,Attack,Centre-Forward,35000000.0,40000000.0
711544,Jake O'Brien,Everton FC,Defender,Right-Back,18000000.0,18000000.0
711999,Lesley Ugochukwu,Burnley FC,Midfield,Defensive Midfield,22000000.0,25000000.0
712181,James Wright,Aston Villa,Goalkeeper,Goalkeeper,200000.0,200000.0
715558,Marcelino Núñez,Ipswich Town,Midfield,Central Midfield,14000000.0,14000000.0
716276,Yerson Mosquera,Wolverhampton Wanderers,Defender,Centre-Back,12000000.0,12000000.0
717411,Yegor Yarmolyuk,Brentford FC,Midfield,Central Midfield,32000000.0,32000000.0
719673,Ben Gannon-Doak,Liverpool FC,Attack,Right Winger,15000000.0,18000000.0
724041,Enock Agyei,Burnley FC,Attack,Right Winger,800000.0,800000.0
724536,Josh Keeley,Luton Town,Goalkeeper,Goalkeeper,800000.0,800000.0
724540,Bosun Lawal,Stoke City,Defender,Centre-Back,3000000.0,3000000.0
724783,Tawanda Chirewa,Wolverhampton Wanderers,Midfield,Attacking Midfield,450000.0,500000.0
725912,Antonín Kinský,Tottenham Hotspur,Goalkeeper,Goalkeeper,15000000.0,15000000.0
727089,Noah Sadiki,Sunderland AFC,Midfield,Central Midfield,35000000.0,35000000.0
730861,Milos Kerkez,Liverpool FC,Defender,Left-Back,35000000.0,45000000.0
730893,Tyrick Mitchell,Crystal Palace,Defender,Left-Back,25000000.0,28000000.0
731466,Teddy Sharman-Lowe,Chelsea FC,Goalkeeper,Goalkeeper,500000.0,550000.0
732119,Kaide Gordon,Liverpool FC,Attack,Right Winger,1200000.0,1500000.0
733314,James Carragher,Wigan Athletic,Defender,Centre-Back,250000.0,250000.0
735570,João Gomes,Wolverhampton Wanderers,Midfield,Central Midfield,40000000.0,40000000.0
735571,Rodrigo Muniz,Fulham FC,Attack,Centre-Forward,20000000.0,25000000.0
739443,Igor Thiago,Brentford FC,Attack,Centre-Forward,65000000.0,65000000.0
741229,Rocco Vata,Watford FC,Attack,Left Winger,1800000.0,1800000.0
741236,Matthew Cox,Brentford FC,Goalkeeper,Goalkeeper,700000.0,800000.0
741238,Omari Hutchinson,Nottingham Forest,Midfield,Attacking Midfield,30000000.0,35000000.0
743384,Chemsdine Talbi,Sunderland AFC,Attack,Right Winger,25000000.0,25000000.0
743413,Nico O'Reilly,Manchester City,Defender,Left-Back,70000000.0,70000000.0
743498,Wilson Odobert,Tottenham Hotspur,Attack,Left Winger,18000000.0,22000000.0
743591,Savinho,Manchester City,Attack,Left Winger,35000000.0,55000000.0
743600,Andrey Santos,Chelsea FC,Midfield,Central Midfield,40000000.0,45000000.0
744149,Adam Wharton,Crystal Palace,Midfield,Defensive Midfield,70000000.0,70000000.0
745181,Soungoutou Magassa,West Ham United,Midfield,Defensive Midfield,17000000.0,17000000.0
746833,Caleb Wiley,Chelsea FC,Defender,Left-Back,8000000.0,8000000.0
747009,Justin Devenny,Crystal Palace,Midfield,Attacking Midfield,12000000.0,12000000.0
747598,Elijah Campbell,Everton FC,Defender,Centre-Back,200000.0,200000.0
747950,Alfie McNally,Fulham FC,Goalkeeper,Goalkeeper,,
747951,Shea Charles,Southampton FC,Midfield,Defensive Midfield,15000000.0,15000000.0
748319,Carlos Alcaraz,Everton FC,Midfield,Central Midfield,15000000.0,15000000.0
763079,Abdukodir Khusanov,Manchester City,Defender,Centre-Back,50000000.0,50000000.0
800176,André,Wolverhampton Wanderers,Midfield,Defensive Midfield,25000000.0,28000000.0
801426,Tommy Conway,Middlesbrough FC,Attack,Centre-Forward,14000000.0,14000000.0
801734,Mathys Tel,Tottenham Hotspur,Attack,Centre-Forward,22000000.0,50000000.0
801989,Tammer Bany,West Bromwich Albion,Attack,Centre-Forward,250000.0,500000.0
811779,Alejandro Garnacho,Chelsea FC,Attack,Left Winger,28000000.0,50000000.0
813142,Temple Ojinnaka,Wolverhampton Wanderers,Defender,Centre-Back,,
817612,Luke Harris,Fulham FC,Midfield,Attacking Midfield,900000.0,1000000.0
817665,Pablo,West Ham United,Attack,Centre-Forward,18000000.0,18000000.0
820374,Kobbie Mainoo,Manchester United,Midfield,Central Midfield,70000000.0,70000000.0
821522,Alfie Pond,Wolverhampton Wanderers,Defender,Centre-Back,200000.0,250000.0
823231,Dango Ouattara,Brentford FC,Attack,Right Winger,35000000.0,35000000.0
823486,Michael Kayode,Brentford FC,Defender,Right-Back,40000000.0,40000000.0
827435,Max Merrick,Chelsea FC,Goalkeeper,Goalkeeper,,
829299,Max Weiß,Burnley FC,Goalkeeper,Goalkeeper,4000000.0,4000000.0
837334,Joel Colwill,Cardiff City,Midfield,Attacking Midfield,900000.0,900000.0
842341,Maxime Estève,Burnley FC,Defender,Centre-Back,28000000.0,28000000.0
843595,Max Alleyne,Manchester City,Defender,Centre-Back,8000000.0,8000000.0
843597,Louie Copley,Arsenal FC,Midfield,Central Midfield,,
845289,James McConnell,Liverpool FC,Midfield,Defensive Midfield,2000000.0,2000000.0
845809,Lewis Orford,West Ham United,Midfield,Central Midfield,300000.0,400000.0
848437,Harrison Dudziak,Arsenal FC,Midfield,Attacking Midfield,,
848439,Finlay Herrick,West Ham United,Goalkeeper,Goalkeeper,,
848509,Jackson Tchatchoua,Wolverhampton Wanderers,Defender,Right-Back,12000000.0,12000000.0
848753,Tommy Setford,Arsenal FC,Goalkeeper,Goalkeeper,500000.0,500000.0
854721,Ben Winterburn,AFC Bournemouth,Midfield,Defensive Midfield,450000.0,500000.0
855256,Alex Scott,AFC Bournemouth,Midfield,Central Midfield,50000000.0,50000000.0
855282,Aaron Bott,Nottingham Forest,Goalkeeper,Goalkeeper,,
857792,Ted Curd,Chelsea FC,Goalkeeper,Goalkeeper,,
859951,Ashley Phillips,Tottenham Hotspur,Defender,Centre-Back,7000000.0,7000000.0
860078,Kaden Rodney,Crystal Palace,Midfield,Defensive Midfield,200000.0,250000.0
861577,Tommy Pilling,Liverpool FC,Midfield,Central Midfield,,
862109,Danny Imray,Crystal Palace,Defender,Right-Back,,
863741,Nathan Fraser,Wolverhampton Wanderers,Attack,Centre-Forward,600000.0,1000000.0
864121,Abdul Fatawu,Leicester City,Attack,Right Winger,20000000.0,20000000.0
864799,Stefan Bajcetic,Liverpool FC,Midfield,Defensive Midfield,4000000.0,13000000.0
865993,David Ozoh,Crystal Palace,Midfield,Defensive Midfield,2200000.0,2200000.0
866246,Lucas Bergvall,Tottenham Hotspur,Midfield,Central Midfield,35000000.0,40000000.0
866655,Tyler Dibling,Everton FC,Attack,Right Winger,17000000.0,35000000.0
867688,Jack Hinshelwood,Brighton & Hove Albion,Midfield,Defensive Midfield,28000000.0,28000000.0
874538,Ryan Trevitt,Brentford FC,Midfield,Central Midfield,275000.0,275000.0
874902,Travis Patterson,Aston Villa,Defender,Left-Back,,
876631,Habib Diarra,Sunderland AFC,Midfield,Central Midfield,35000000.0,35000000.0
878150,Amario Cozier-Duberry,Brighton & Hove Albion,Attack,Right Winger,5000000.0,5000000.0
880245,Mateus Fernandes,West Ham United,Midfield,Central Midfield,50000000.0,50000000.0
882172,Rio Kyerematen,Tottenham Hotspur,Midfield,Central Midfield,,
883539,Charlie Crew,Leeds United,Midfield,Defensive Midfield,150000.0,150000.0
887433,Kadan Young,Aston Villa,Attack,Left Winger,200000.0,300000.0
888637,Luca Gunter,Tottenham Hotspur,Goalkeeper,Goalkeeper,,
890721,Myles Lewis-Skelly,Arsenal FC,Defender,Left-Back,45000000.0,45000000.0
892160,Luka Vuskovic,Tottenham Hotspur,Defender,Centre-Back,60000000.0,60000000.0
900601,Alex Murphy,Newcastle United,Defender,Left-Back,1500000.0,1500000.0
904802,Jorrel Hato,Chelsea FC,Defender,Left-Back,40000000.0,40000000.0
907218,Riley Owen,Brentford FC,Midfield,Central Midfield,,
910905,Mamadou Sarr,Chelsea FC,Defender,Centre-Back,22000000.0,25000000.0
911424,Tyler Fredricson,Manchester United,Defender,Centre-Back,3000000.0,3000000.0
911736,Sverre Nypan,Manchester City,Midfield,Central Midfield,13000000.0,15000000.0
912081,Jun-ho Bae,Stoke City,Midfield,Attacking Midfield,4000000.0,4000000.0
914269,Nehemiah Oriola,Brighton & Hove Albion,Attack,Left Winger,,
920005,Jackson Izquierdo,Crystal Palace,Goalkeeper,Goalkeeper,,
921662,Charlie Tasker,Brighton & Hove Albion,Defender,Right-Back,200000.0,200000.0
922461,Wellity Lucky,Liverpool FC,Defender,Centre-Back,,
922462,Lewis Koumas,Hull City,Attack,Left Winger,4000000.0,4000000.0
922463,Ben Middlemas,Sunderland AFC,Midfield,Central Midfield,,
922563,Oliver Scarles,West Ham United,Defender,Left-Back,10000000.0,10000000.0
922693,Archie Gray,Tottenham Hotspur,Midfield,Defensive Midfield,35000000.0,38000000.0
922769,Lewis Miley,Newcastle United,Midfield,Central Midfield,25000000.0,25000000.0
923831,Leny Yoro,Manchester United,Defender,Centre-Back,50000000.0,55000000.0
925092,Justin Hanks,Nottingham Forest,Defender,Centre-Back,,
925093,Jack Thompson,Nottingham Forest,Defender,Centre-Back,,
926309,Shea Lacey,Manchester United,Attack,Right Winger,,
926952,Patrick Dorgu,Manchester United,Attack,Left Winger,35000000.0,35000000.0
927768,Lucas Pires,Burnley FC,Defender,Left-Back,4000000.0,5000000.0
933017,Zach Abbott,Nottingham Forest,Defender,Centre-Back,4000000.0,4000000.0
933018,Tom Watson,Brighton & Hove Albion,Attack,Left Winger,7000000.0,10000000.0
933215,Ármin Pécsi,Liverpool FC,Goalkeeper,Goalkeeper,,
936237,Yu Hirakawa,Hull City,Attack,Right Winger,1000000.0,1000000.0
936874,Tyrique George,Chelsea FC,Attack,Left Winger,20000000.0,22000000.0
936901,Dominic Sadi,AFC Bournemouth,Attack,Right Winger,800000.0,800000.0
937840,Harrison Jones,Sunderland AFC,Midfield,Attacking Midfield,150000.0,150000.0
937941,Thierno Barry,Everton FC,Attack,Centre-Forward,30000000.0,30000000.0
938146,Adam Aznou,Everton FC,Defender,Left-Back,6000000.0,7000000.0
938158,Marc Guiu,Chelsea FC,Attack,Centre-Forward,12000000.0,12000000.0
939290,Jayden Danns,Liverpool FC,Attack,Centre-Forward,800000.0,1000000.0
940858,Leo Shahar,Newcastle United,Defender,Right-Back,,
940915,Alexéi Rojas,Arsenal FC,Goalkeeper,Goalkeeper,250000.0,400000.0
944140,Trent Koné-Doherty,Liverpool FC,Attack,Left Winger,600000.0,600000.0
947407,Michael Laffey,Liverpool FC,Midfield,Defensive Midfield,,
947411,Chris Rigg,Sunderland AFC,Midfield,Attacking Midfield,25000000.0,25000000.0
948915,Murray Campbell,Burnley FC,Defender,Centre-Back,,
950091,Stefanos Tzimas,Brighton & Hove Albion,Attack,Centre-Forward,18000000.0,22000000.0
953135,Callum Marshall,West Ham United,Attack,Centre-Forward,2000000.0,2000000.0
953438,Keyrol Figueroa,Liverpool FC,Attack,Centre-Forward,,
953933,Jack Moorhouse,Manchester United,Midfield,Central Midfield,100000.0,100000.0
954104,Jayden Meghoma,Brentford FC,Defender,Left-Back,2000000.0,2000000.0
954105,Jamaldeen Jimoh-Aloba,Aston Villa,Midfield,Attacking Midfield,300000.0,300000.0
955357,Junior Kroupi,AFC Bournemouth,Attack,Centre-Forward,70000000.0,70000000.0
956920,Nestory Irankunda,Watford FC,Attack,Right Winger,8000000.0,8000000.0
961833,Jaden Heskey,Manchester City,Midfield,Central Midfield,,
964554,Josh Nichols,Arsenal FC,Defender,Right-Back,,
967319,Romain Esse,Crystal Palace,Attack,Right Winger,10000000.0,12000000.0
967342,Joshua Stephenson,Brentford FC,Defender,Centre-Back,,
967346,Eliezer Mayenda,Sunderland AFC,Attack,Centre-Forward,16000000.0,18000000.0
973085,Carlos Baleba,Brighton & Hove Albion,Midfield,Defensive Midfield,55000000.0,60000000.0
978668,Joe Knight,Brighton & Hove Albion,Midfield,Central Midfield,100000.0,100000.0
980343,Sam Chambers,Leeds United,Midfield,Attacking Midfield,,
982097,Shumaira Mheuka,Chelsea FC,Attack,Centre-Forward,800000.0,800000.0
983248,Callan McKenna,AFC Bournemouth,Goalkeeper,Goalkeeper,500000.0,600000.0
983989,Facundo Buonanotte,Chelsea FC,Midfield,Attacking Midfield,12000000.0,22000000.0
984096,Jair Cunha,Nottingham Forest,Defender,Centre-Back,15000000.0,15000000.0
984593,Triston Rowe,Aston Villa,Defender,Right-Back,500000.0,500000.0
985535,Kian Noble,Manchester City,Defender,Centre-Back,,
985546,Callum Olusesi,Tottenham Hotspur,Midfield,Central Midfield,500000.0,500000.0
987074,Dylan Lawlor,Cardiff City,Defender,Centre-Back,1800000.0,1800000.0
989112,Veljko Milosavljevic,AFC Bournemouth,Defender,Centre-Back,20000000.0,20000000.0
990997,Jenson Jones,Sunderland AFC,Defender,Right-Back,,
991800,Luís Guilherme,West Ham United,Attack,Right Winger,12000000.0,24000000.0
994594,Keehan Willows,Nottingham Forest,Goalkeeper,Goalkeeper,,
994604,Matai Akinmboni,AFC Bournemouth,Defender,Centre-Back,1000000.0,1000000.0
995642,Ali Ahmed,Norwich City,Midfield,Left Midfield,,
995863,Archie Whitehall,Nottingham Forest,Midfield,Central Midfield,,
996897,Diego Gómez,Brighton & Hove Albion,Midfield,Central Midfield,25000000.0,25000000.0
998101,Alex Tóth,AFC Bournemouth,Midfield,Central Midfield,12000000.0,12000000.0
999743,James Rowswell,Tottenham Hotspur,Defender,Centre-Back,,
1004203,Keiber Lamadrid,West Ham United,Attack,Left Winger,1200000.0,1200000.0
1004679,Zach Marsh,Crystal Palace,Attack,Centre-Forward,,
1004708,Josh Acheampong,Chelsea FC,Defender,Right-Back,25000000.0,25000000.0
1004709,Sam Proctor,Aston Villa,Goalkeeper,Goalkeeper,,
1005583,Alysson,Aston Villa,Attack,Right Winger,10000000.0,10000000.0
1005649,Murillo,Nottingham Forest,Defender,Centre-Back,50000000.0,55000000.0
1005855,Ronan Kpakio,Cardiff City,Defender,Right-Back,1200000.0,1200000.0
1006411,Jaydee Canvot,Crystal Palace,Defender,Centre-Back,28000000.0,28000000.0
1007720,Tyler Bindon,Sheffield United,Defender,Centre-Back,3500000.0,3500000.0
1008162,Conor McManus,Brentford FC,Defender,Left-Back,,
1008553,Julian Eyestone,Brentford FC,Goalkeeper,Goalkeeper,,
1009658,Julio Soler,AFC Bournemouth,Defender,Left-Back,8000000.0,8000000.0
1011131,Josh King,Fulham FC,Midfield,Attacking Midfield,25000000.0,25000000.0
1011132,Carter Pinnington,Liverpool FC,Defender,Centre-Back,,
1011139,Jaden Dixon,Arsenal FC,Defender,Centre-Back,,
1011140,Jack Fletcher,Manchester United,Midfield,Attacking Midfield,1000000.0,1000000.0
1011659,Rhys Chadwick,Leeds United,Midfield,Defensive Midfield,,
1012534,Yankuba Minteh,Brighton & Hove Albion,Attack,Right Winger,45000000.0,45000000.0
1012564,Rayan,AFC Bournemouth,Attack,Right Winger,60000000.0,60000000.0
1015619,Ahmed Abdullahi,Sunderland AFC,Attack,Centre-Forward,800000.0,1000000.0
1018716,Callum Bates,Everton FC,Midfield,Central Midfield,,
1018830,Jack Whittaker,Sunderland AFC,Midfield,Attacking Midfield,,
1018837,Jaydon Jones,Sunderland AFC,Midfield,Central Midfield,,
1019169,Adam Harrison,Newcastle United,Goalkeeper,Goalkeeper,100000.0,100000.0
1019170,Aidan Harris,Newcastle United,Goalkeeper,Goalkeeper,200000.0,200000.0
1023191,George Hemmings,Aston Villa,Midfield,Central Midfield,,
1026524,Sam Amissah,Fulham FC,Defender,Centre-Back,,
1033103,Charlie Gray,Manchester City,Midfield,Defensive Midfield,,
1041600,James Wilson,Tottenham Hotspur,Attack,Centre-Forward,1200000.0,1200000.0
1042886,Chido Obi,Manchester United,Attack,Centre-Forward,5000000.0,5000000.0
1044516,Ethan Sutherland,Wolverhampton Wanderers,Midfield,Left Midfield,,
1045118,George King,Crystal Palace,Defender,Centre-Back,,
1045123,Trey Nyoni,Liverpool FC,Midfield,Central Midfield,8000000.0,8000000.0
1047257,Rio Cardines,Crystal Palace,Defender,Left-Back,300000.0,300000.0
1047261,Caleb Kporha,Crystal Palace,Defender,Right-Back,1000000.0,1000000.0
1047280,Divine Mukasa,Manchester City,Midfield,Attacking Midfield,,
1047345,Yusuf Akhamrich,Tottenham Hotspur,Attack,Right Winger,,
1047506,Jimmy Sinclair,Nottingham Forest,Midfield,Right Midfield,,
1049020,Stephen Mfuni,Manchester City,Defender,Centre-Back,,
1049905,Aidan Borland,Aston Villa,Midfield,Central Midfield,,
1049911,Tyler Fletcher,Manchester United,Midfield,Central Midfield,,
1052871,Zyan Blake,Nottingham Forest,Attack,Left Winger,,
1055345,Kieran Morrison,Liverpool FC,Attack,Right Winger,,
1056437,Reigan Heskey,Manchester City,Attack,Left Winger,,
1056993,Estêvão,Chelsea FC,Attack,Right Winger,80000000.0,80000000.0
1060087,Charalampos Kostoulas,Brighton & Hove Albion,Attack,Centre-Forward,25000000.0,25000000.0
1060740,Enso González,Wolverhampton Wanderers,Attack,Left Winger,2500000.0,4000000.0
1063329,Andrés García,Aston Villa,Defender,Right-Back,6000000.0,7000000.0
1065181,Alfie Cresswell,Leeds United,Midfield,Central Midfield,,
1065227,Tom Edozie,Wolverhampton Wanderers,Attack,Right Winger,,
1067168,Harry Howell,Brighton & Hove Albion,Midfield,Attacking Midfield,300000.0,300000.0
1069512,Jonah Kusi-Asare,Fulham FC,Attack,Centre-Forward,3000000.0,4000000.0
1071818,Sean Neave,Newcastle United,Attack,Centre-Forward,,
1071819,Ollie Harrison,Chelsea FC,Midfield,Defensive Midfield,300000.0,300000.0
1078156,Kaden Braithwaite,Manchester City,Defender,Centre-Back,,
1078158,Seth Ridgeon,Fulham FC,Midfield,Central Midfield,,
1078159,Ife Ibrahim,Arsenal FC,Midfield,Defensive Midfield,,
1078163,Ayden Heaven,Manchester United,Defender,Centre-Back,30000000.0,30000000.0
1079078,Timur Tuterov,Sunderland AFC,Attack,Left Winger,,
1081155,Saheed Olagunju,Wolverhampton Wanderers,Defender,Centre-Back,,
1081995,Mohamadou Kanté,West Ham United,Midfield,Defensive Midfield,1000000.0,1000000.0
1083691,Luke Rawlings,Wolverhampton Wanderers,Midfield,Defensive Midfield,,
1085591,Bendito Mantato,Manchester United,Attack,Right Winger,400000.0,400000.0
1086258,Souza,Tottenham Hotspur,Defender,Left-Back,12000000.0,12000000.0
1086375,Gustavo Nunes,Brentford FC,Attack,Left Winger,,
1086619,Giovanni Leoni,Liverpool FC,Defender,Centre-Back,25000000.0,25000000.0
1089802,Remy Rees-Dottin,AFC Bournemouth,Attack,Centre-Forward,300000.0,300000.0
1091562,Romelle Donovan,Brentford FC,Attack,Right Winger,3500000.0,3500000.0
1092671,Marley Leuluai,Burnley FC,Midfield,Defensive Midfield,,
1095369,Khari Ranson,Arsenal FC,Goalkeeper,Goalkeeper,,
1107726,Ezra Mayers,West Ham United,Defender,Centre-Back,2000000.0,2000000.0
1107733,Harrison Armstrong,Everton FC,Midfield,Central Midfield,12000000.0,12000000.0
1108049,Amara Nallo,Liverpool FC,Defender,Centre-Back,1000000.0,1000000.0
1108464,Reggie Walsh,Chelsea FC,Midfield,Attacking Midfield,500000.0,500000.0
1108465,Malachi Hardy,Tottenham Hotspur,Defender,Centre-Back,,
1108466,Rio Ngumoha,Liverpool FC,Attack,Left Winger,30000000.0,30000000.0
1108471,Landon Emenalo,Chelsea FC,Defender,Left-Back,,
1108475,Luca Williams-Barnett,Tottenham Hotspur,Midfield,Attacking Midfield,,
1108476,Harry Gray,Leeds United,Attack,Centre-Forward,,
1108668,Airidas Golambeckis,West Ham United,Defender,Centre-Back,,
1111589,El Hadji Malick Diouf,West Ham United,Defender,Left-Back,28000000.0,28000000.0
1120418,Freddie Simmonds,Brighton & Hove Albion,Defender,Centre-Back,,
1122308,Jayden Lienou,Leeds United,Defender,Left-Back,,
1122668,Charlie Stevens,AFC Bournemouth,Midfield,Defensive Midfield,,
1122712,Braiden Graham,Everton FC,Attack,Centre-Forward,,
1130022,Kornel Misciur,Liverpool FC,Goalkeeper,Goalkeeper,,
1131945,TJ Carroll,Aston Villa,Defender,Centre-Back,,
1131973,Jack Porter,Arsenal FC,Goalkeeper,Goalkeeper,300000.0,400000.0
1134717,Seung-soo Park,Newcastle United,Attack,Left Winger,,
1135611,Jesse Derry,Chelsea FC,Attack,Left Winger,,
1138200,Joshua Ajala,West Ham United,Attack,Centre-Forward,,
1141628,Yunus Konak,Brentford FC,Midfield,Defensive Midfield,3500000.0,4500000.0
1144158,Benjamin Arthur,Brentford FC,Defender,Centre-Back,100000.0,100000.0
1145455,Nils Ramming,Brighton & Hove Albion,Goalkeeper,Goalkeeper,500000.0,500000.0
1146664,Sam Alabi,Newcastle United,Midfield,Central Midfield,,
1147384,Ellis Clark,Burnley FC,Midfield,Central Midfield,,
1160291,Josh Gracey,Wolverhampton Wanderers,Goalkeeper,Goalkeeper,,
1165131,Kian McMahon-Brown,Burnley FC,Attack,Right Winger,,
1170892,Finn Geragusyan,Sunderland AFC,Attack,Centre-Forward,,
1172138,Malik Olayiwola,Everton FC,Midfield,Central Midfield,,
1172646,Ben Casey,Crystal Palace,Attack,Centre-Forward,,
1178758,Malick Yalcouyé,Brighton & Hove Albion,Midfield,Central Midfield,12000000.0,17000000.0
1180733,Ceadach O'Neill,Arsenal FC,Attack,Centre-Forward,,
1184840,Jim Thwaites,Manchester United,Midfield,Defensive Midfield,,
1184841,Godwill Kukonki,Manchester United,Defender,Centre-Back,,
1187629,Max Dowman,Arsenal FC,Attack,Right Winger,30000000.0,30000000.0
1187640,Ryan McAidoo,Manchester City,Attack,Right Winger,,
1196272,Jun'ai Byfield,Tottenham Hotspur,Defender,Centre-Back,,
1202361,Bradley Burrowes,Aston Villa,Attack,Right Winger,2000000.0,2000000.0
1202376,Brandon Pouani,Burnley FC,Attack,Left Winger,,
1210923,Tyrone Samba,Manchester City,Attack,Left Winger,,
1211262,Ollie Shield,Brentford FC,Defender,Right-Back,,
1214634,Oliver Pimlott,Burnley FC,Defender,Left-Back,,
1217886,Rhys Oakley,Aston Villa,Goalkeeper,Goalkeeper,,
1230661,Mateus Mané,Wolverhampton Wanderers,Midfield,Attacking Midfield,20000000.0,20000000.0
1237740,Andre Harriman-Annous,Arsenal FC,Attack,Centre-Forward,,
1250269,Brando Bailey-Joseph,Arsenal FC,Attack,Left Winger,,
1255573,Ryan Kavuma-McQueen,Chelsea FC,Attack,Right Winger,,
1255575,Tynan Thompson,Tottenham Hotspur,Attack,Left Winger,,
1263738,Charlie Holland,Chelsea FC,Midfield,Defensive Midfield,,
1263739,Floyd Samba,Manchester City,Midfield,Central Midfield,,
1283997,Diego León,Manchester United,Defender,Left-Back,4000000.0,4000000.0
1285021,Dean Benamar,Crystal Palace,Defender,Left-Back,,
1287035,Mohamed Koné,Aston Villa,Midfield,Central Midfield,,
1294399,Marli Salmon,Arsenal FC,Defender,Centre-Back,,
1300041,Leon Routh,Aston Villa,Defender,Centre-Back,,
1303354,Tye Hall,Tottenham Hotspur,Midfield,Central Midfield,,
1322090,Jocelin Ta Bi,Sunderland AFC,Attack,Right Winger,2500000.0,3000000.0
1323654,Malcom Dacosta González,AFC Bournemouth,Midfield,Defensive Midfield,,
1328146,Lamin Sillah,Nottingham Forest,Attack,Centre-Forward,,
1336100,Mathis Eboué,Chelsea FC,Attack,Left Winger,,
1340428,Will Wright,Liverpool FC,Attack,Centre-Forward,,
1348941,Joél Drakes-Thomas,Crystal Palace,Attack,Right Winger,,
1352710,George Brierley,Burnley FC,Midfield,Central Midfield,,
1370903,Jerome Abbey,Wolverhampton Wanderers,Midfield,Defensive Midfield,,
1407213,Luka Bentt,Brentford FC,Midfield,Attacking Midfield,,
1414663,Mor Talla Ndiaye,Liverpool FC,Defender,Centre-Back,,
